id,name,city,street,lat,lon,latlon_precision,description,child_of,major_category,categories,citations,notes,founded,alt_address,,
95,Copperweld Steel,"Warren, OH",,41.27407,-80.85084,1,Straightened and outgassed a large number of uranium rods for the Hanford and Oak Ridge reactors between May and August of 1943.,,3,"materials-uranium,uranium-work",,,,,,
96,Middlesex Warehouse Site,"Middlesex, NJ",,40.5726,-74.49265,1,"Storage for uranium ores received from Africa, as well as Beryllium produced by Brush Beryllium. They also may have done assaying and sampling.",,3,"storage,materials-uranium,materials-other",,,,,,
97,Seneca Ordnance Depot,"Romulus, NY",,42.75015,-76.86631,1,Storage for uranium ores received from Africa.,,1,"storage,materials-uranium",,,,,,
98,National Guard Armory,"Chicago, IL",,41.79948,-87.60693,1,Processed and stored uranium metal. Metallurgical operations were conducted by the University of Chicago.,,1,"storage,materials-uranium",,,,,,
99,St. Louis Downtown Site,"St. Louis, MO",,38.66246,-90.18936,1,"Conducted uranium metal and uranium oxides research, development, and production for MED.",,3,research-uranium,,,,,,
100,Vapofier Corp.,"Blue Island, IL",,41.67574,-87.67253,1,Subcontractor to MED in 1944. Details unclear.,,3,,,,,,,
101,Herring-Hall-Marvin Safe Co.,"Hamilton, OH",1550 Grand Blvd,39.38258,-84.54813,1,Machined natural uranium metal slugs from rolled stock under subcontract to DuPont and the University of Chicago. Also made cast iron sleeves for HEW.,,3,"materials-uranium,equipment-HEW,uranium-work",MDH B4V5P3 app. B-4,,,,,
102,Purdue University,"Lafayette, IN",,40.42371,-86.92119,1,"Did chemistry research relating to fluoride compounds, including corrosion, and manufacturing uranium compounds. Did research on electromagnetic method of isotopic enrichment and the removal of uranium from graphite. Led by Dr. William B. Burford.",,2,"research-uranium,research-enrichment,research-general",MDH B5V1 p. 4.2 ,,1944-12,,,
103,Standard Oil of Indiana,"Whiting, IN",,41.670695,-87.480292,1,Did chemistry research. Produced boron.,,3,"research-general,materials-other",,,,,,
104,American Cynamid Company,"Bridgewater, NJ",,40.554438,-74.558116,1,Did chemistry research under contract to MED. Produced boron. ,,3,"research-general,materials-other",,,,"Stamford, CT?",,
105,Argonne Laboratory,"Lemont, IL",,41.71427,-87.98251,1,Reactor research laboratory associated with Metallurgical Project,,1,research-pile,,,"very elusive, one bad OCR has 23 broad street leetsdale following Tate-Jones Co., and I've seen references to the company in Leetsdale, but 23 broad street doesn't point to anything in particular, and there are a lot of industrial parks there. I've seen many more references to the company being in Pittsburgh. I'm only writing so much because i have spent WAY TO LONG TRYING TO LOCATE THIS FREAKIN COMPANY",,,
106,Standard Oil Development Company,"Bayway, NJ",,40.63899,-74.21237,0,"Did research relating to centrifuges, to assist Westinghouse in the production of centrifuges for Columbia.",,3,research-enrichment,Hewlett NW ch. 3 p. 64,,,,,
107,Standard Oil of Louisiana,"Baton Rouge, LA",,30.45828,-91.14032,0,"Did research relating to heavy water production. Namely, the company studied the use of atmospheric pressure steam instead of water for the exchange process in its heavy water pilot plant.",,3,research-heavywater,Hewlett NW ch. 3 p. 67,"need more explanation on ""exchange"" and the pilot plant.. Which one?",,,,
108,E.B. Badger and Sons Co.,"Boston, MA",75 Pitts Street,42.26522,-71.01727,2,"Contracted to engineer and design the alterations to the Consolidated Mining and Smelting Company's hydrogen and ammonia plants to enable the large-scale production of heavy water, used in plutonium production at the P-9 project.",,3,"materials-other, foreign",Jones MAAB ch. 2 p. 49,"worked in canada, but company not foreign.. Leave?",1942-05,,,
109,Stuart Oxygen Company,"San Francisco, CA",211 Bay Street,37.805787,-122.410709,2,Supplied heavy water (deuterium oxide) for early heavy water research at Columbia University. The company communicated directly with Szilard via Western Union telegram.,,3,"materials-other,research-heavywater",,,1941-11,,,
110,Arthur G. McKee & Co.,"Cleveland, OH",2300 Chester Ave,41.50362,-81.67373,1,Had some connection to heavy water research/production.,,3,"research-heavywater,production-heavywater",,,,,,
111,Westinghouse Electric and Manufacturing Co.,"Pittsburgh, PA",306 Fourth Ave,40.439108,-80.001092,2,"Took on the large role of producing ""tanks, liners, sources, and collectors"" for the y-12 project on contracts totalling $34,000,000. Also manufactured large diffusion pumps for Y-12 needed to accommodate the colassal vacuum system. Supplied a range of electronic equipment to MED projects. Circuit breakers at HEW.",,3,"equipment-CEW,equipment-HEW",Hewlett NW ch. 5 p. 149,"roped in same meeting as other big y-12 producers, but might have done stuff sooner? Also does this need two entries?",1943-01-04,,,"9, 81, 239"
112,Westinghouse Electric and Manufacturing Co.,"East Pittsburgh, PA",,40.39562,-79.83866,0,Did research relating to centrifuge project.,,3,research-enrichment,,address? https://books.google.com/books?id=-YJBAQAAMAAJ&pg=PA23&lpg=PA23&dq=A.S.+Schulman+Electric+Co.&source=bl&ots=e6gurkE9K5&sig=ACfU3U2kbHMDIhjK-ng2_vH7Q-ceNIUBEw&hl=en&sa=X&ved=2ahUKEwjaicWP15_qAhXhj3IEHeouBQI4ChDoATADegQIBxAB#v=onepage&q=westinghouse&f=false,,,,
113,Westinghouse Electric Elevator Company,"Jersey City, NJ",,40.72816,-74.07764,0,Did research relating to centrifuge project.,,3,research-enrichment,,,,,,
114,Westinghouse Electric and Manufacturing Co. Small Motor Division,"Lima, OH",,40.74255,-84.10523,0,Did research relating to centrifuge project.,,3,research-enrichment,,,,Get this westinghouse stuff cleared up more,,
115,Stone & Webster Engineering Co.,"New York, NY",90 Broad Street,40.703824,-74.011869,2,"The Army's general construction contractor, hired to design and construct the Y-12 Electromagnetic Plant and the town of Oak Ridge. Over the course of construction, the company made use of 88 subcontractors and a total of about 12,000 employees. The company was also responsible for engineering and construction work on Trail Plant in British Columbia, a pilot plant at CEW, the experimental Argonne plant, a U of Chicago lab, and the town of Oak Ridge. MDH refers to their work as ""one of the most complex and difficult problems ever undertaken by a construction contractor."" Headed by chief engineer A. C. Klein. Company received the Army-Navy ""E"" Award for ""excellence in war production"" during an Oak Ridge ceremony on September 29, 1945.",,3,"construction-general,E-award,coordination-production,consultant",MDH B5V1 p. 2.4; Hewlett NW ch. 3 p. 77; Robinson ORS p. 135,"might have been involved sooner? Also had offices at 270 Broadway, the same building where Marshall's MED HQ was. Feel like this company deserve a lot of tags",1942-06-18,,,
116,Stone & Webster Engineering Co.,"Boston, MA",,42.36008,-71.05888,0,"An engineering firm and the Army's general contractor, set up a ""design and procurement"" lab in Boston. Responsible for the location-scouting, planning, and constructing CEW.",,3,"construction-general,E-award",Hewlett NW ch. 5 p. 117,,1942-06-18,,,
117,National Research Corporation,"Brookline, MA",,42.34614,-71.0995,1,Consulted on topics related to centrifuge project and K-25.,,3,research-enrichment,,,,,,
118,McDanel Refractory Porcelain Co.,"Beaver Falls, PA",510 Ninth Ave,40.746964,-80.321704,2,Work related to beryllium oxide cruicible production.,,3,materials-other,,not 100% sure this is the historical location but there are indicators that it is,,,,
119,J.T. Baker Chemical Company,"Phillipsburg, NJ",,40.69371,-75.19018,0,Worked with Westinghouse on recovery of uranium from sludge.,,3,"materials-uranium,uranium-recovery","MDH B3V1 p. 3.8, 4.1, 4.2 ",actual recovery?,,,,
120,Canadian Radium and Uranium Corporation,"New York, NY",,40.7598,-73.97662,1,"Involved in raw material procurement as the marketting agent of Eldorado Gold Mines, who was a partner in the agreement to obtain Belgian uranium ore from a storehouse on Staten Island, with 100 tons to be sent to their refinery in Port Hope, Canada.",,3,"materials-uranium,foreign",Jones MAAB ch. 4 p. 79,,1943-10-19,,,
121,Hunter's Point dockyard,"San Francisco, CA",,37.72761,-122.37026,1,Point of departure of atomic bomb components to Tinian.,,1,"tranport,delivery",,,,,,
122,Cornell University,"Ithaca, NY",,42.45345,-76.4735,1,"Did early research on fission (Bacher, Gibbs). ",,2,research-uranium,,"more like research-nuclear, but  that would require a lot of redundancy in research-uranium entries to make this one not be in a category of its own",1941,,,
123,California Institute of Technology,"Pasadena, CA",,34.14141,-118.1249,1,"Did research on explosive lens casting, connected with Project Camel. Also hosted a sub-office of the University of California's Los Angeles Purchasing Department for the Los Alamos project.",,2,"research-design,procurement",need,,,,,
124,Hooker Electrochemical Company,"Niagara Falls, NY",,43.09621,-79.03774,0,"Designed the fluorine plant at K-25, operating it until that responsibility was taken over by Carbide and Carbon on February 1, 1945. Generation of fluoride compounds, ""fluorinated aromatics,"" 1942-1943. Received the Army-Navy ""E"" Award for ""excellence in war production"" during an Oak Ridge ceremony on September 29, 1945.",,3,"construction-CEW, production-enrichment, operation-enrichment",MDH B2V5P1 pp. S2-S3; MDH BV2V1 p. 3.6; Robinson ORS p. 135,,1943-09-27,,,
125,M. W. Kellogg Company,"Jersey City, NJ",Danforth Ave,40.691607,-74.087272,1,"Secretly contracted to design and construct the K-25 gaseous diffusion plant, which prompted the company to create an entirely new subsidiary, the Kellex Corporation, to handle the job.",,3,construction-CEW,MDH B2V1 p. S3,"""foot of Danforth Ave"" whatever that means.. I think I got it right ",1942-12-14,,,
126,American Machine Defense Corporation,"New York, NY",,40.75386,-73.98015,1,Contracted to produce pumps.,,3,equipment-CEW,,,,,,
127,Ethyl Gasoline Corp.,"New York, NY",,40.75163,-73.97535,1,"""Study of possibility of producing volatile 'X' compounds,"" 1942.",,3,,,"don't want to put research-general, doesn't deserve to be with the big universities",,,,
128,Ohio State Research Foundation,"Columbus, OH",,39.99946,-83.03375,1,"Low temperature research (cryogenics laboratory), carbon compounds.",,2,research-general,,,,,,
129,University of Pennsylvania,"Philadelphia, PA",,39.95222,-75.19321,1,"Research by Professor Martin Kilpatrick ""in connection with the preparation and the chemical properties of substitute materials looking towards the preparation of pure chemical substances.""",,2,research-general,,,,,,
130,Rockefeller Institute,"New York, NY",York Ave & 65 St,40.76262,-73.95594,1,"Research into isotope separation (""mobility method""), work by Urey.",,2,research-enrichment,,,,,,
131,Yale University,"New Haven, CT",,41.31632,-72.92234,1,"Reseach into methods of ""electrolytic separation,"" extracting radium and uranium from ore.",,2,"research-uranium,research-enrichment",,,,,,
132,New York University,"New York, NY",,40.72951,-73.99646,1,Development and construction of measuring instruments.,,2,"equipment-general,research-general",,,,,,
133,University of Wisconsin,"Madison, WI",,43.07659,-89.41249,1,"Research into ""rapid rupture in metals""",,2,research-general,,,,,,
134,Battelle Memorial Institute,"Columbus, OH",,39.98969,-83.02069,1,"Contracted for research relating to pile, metallurgy.",,2,"research-pile,research-general",,,,,,
135,University of Notre Dame,"Notre Dame, IN",,41.70557,-86.23534,1,"Contracted through 1943, research on ""studies and investigations in connection with the treatment of special substitute materials.""",,2,research-general,,,,,,
136,Westinghouse Electric and Manufacturing Co. Ordnance and Emergency Products Division,"Washington, DC",,38.89891,-77.03317,1,Handled numerous contract matters.,,3,,,,,"Canton, OH?",,
137,Kellex Corporation,"New York, NY",233 Broadway St,40.71232,-74.00805,2,"A subsidiary of M.W. Kellogg Company created solely for work on K-25 to maintain secrecy throughout the project. Hired to design, engineer, and oversee the construction of the K-25 gaseous diffusion plant. According to historian George Robinson, plans for K-25 included ""20,000 pages of specifications, 12,000 drawings, and 10,000 pages of operating instructions."" Received the Army-Navy ""E"" Award for ""excellence in war production"" during an Oak Ridge ceremony on September 29, 1945.",,3,"construction-CEW,production-enrichment,E-award,coordination-production","Reed HSMP ch. 5 p. 207; MDH B2V1 p. S3; Robinson ORS p. 77, 135",Was this a subsidiary or a separate corporate entity?!,1942-12,,,
